PLAYER,POS,TEAM,OPP,START,SAL,FPTS,VAL,FPTS L5,VAL L5,FPTS AVG,VAL AVG,WEATHER
Jonathan Villar,2B,TOR,@BOS,3,3000,10.3,3.4,3.7,1.2,8.7,2.9,W 4 R-L
Javier Baez,SS,CHC,@PIT,4,3200,10.1,3.2,9.6,3.0,8.5,2.7,W 2 L-R
Kurt Suzuki,C1,WAS,@PHI,5,2100,10.1,4.8,6.6,3.2,7.3,3.5,W 8 Out
Chris Taylor,SS,LAD,ARI,6,2700,10.1,3.8,9.5,3.5,8.4,3.1,W 5 Out
Willson Contreras,C1,CHC,@PIT,6,2800,10.1,3.6,8.7,3.1,8.8,3.2,W 2 L-R
Brett Gardner,OF,NYY,@NYM,7,2500,10.1,4.0,2.5,1.0,6.2,2.5,W 8 Out
Colin Moran,3B,PIT,CHC,3,2700,10.1,3.7,10.5,3.9,11.0,4.1,W 2 L-R
Michael Chavis,2B,BOS,TOR,6,2400,10.0,4.2,1.9,0.8,6.2,2.6,W 4 R-L
Danny Jansen,C1,TOR,@BOS,8,2400,10.0,4.2,5.6,2.4,6.0,2.5,W 4 R-L
Jean Segura,2B,PHI,WAS,6,2800,9.8,3.5,9.5,3.4,8.9,3.2,W 8 Out
Eric Thames,C1,WAS,@PHI,7,2500,9.8,3.9,6.1,2.5,5.3,2.1,W 8 Out
Jake Marisnick,OF,NYM,NYY,7,2000,9.8,4.9,3.1,1.6,3.7,1.8,W 8 Out
Gavin Lux,2B,LAD,ARI,8,2600,9.8,3.8,2.4,0.9,2.4,0.9,W 5 Out
Shohei Ohtani,OF,LAA,SD,,3000,9.7,3.3,-3.5,0.0,-3.5,0.0,W 9 Out
Adam Eaton,OF,WAS,@PHI,1,2700,9.7,3.6,5.5,2.0,8.8,3.3,W 8 Out
Jose Altuve,2B,HOU,TEX,2,3200,9.7,3.0,5.5,1.7,8.6,2.7,In Dome
A.J. Pollock,OF,LAD,ARI,4,2800,9.6,3.4,4.2,1.5,9.1,3.2,W 5 Out
J.D. Davis,OF,NYM,NYY,2,2700,9.6,3.5,4.3,1.6,8.5,3.1,W 8 Out
Anthony Rendon,3B,LAA,SD,3,3800,9.5,2.5,6.8,1.8,11.7,3.1,W 9 Out
Aledmys Diaz,3B,HOU,TEX,6,2000,9.4,4.7,8.0,4.0,8.0,4.0,In Dome
Dominic Smith,OF,NYM,NYY,5,3500,9.2,2.6,5.6,1.6,11.8,3.4,W 8 Out
Enrique Hernandez,2B,LAD,ARI,7,2500,9.2,3.7,1.9,0.8,6.3,2.5,W 5 Out
Robinson Chirinos,C1,NYM,NYY,9,2000,9.1,4.6,3.0,1.5,3.5,1.8,W 8 Out
Alec Bohm,3B,PHI,WAS,8,2500,9.1,3.6,9.4,3.8,9.2,3.7,W 8 Out
Jeff McNeil,3B,NYM,NYY,1,2500,9.1,3.6,9.9,4.0,6.5,2.6,W 8 Out
Yuli Gurriel,C1,HOU,TEX,4,2900,9.0,3.1,3.8,1.3,9.9,3.4,In Dome
Erik Gonzalez,SS,PIT,CHC,2,2400,8.9,3.7,13.8,5.7,8.5,3.6,W 2 L-R
Victor Robles,OF,WAS,@PHI,9,2400,8.9,3.7,5.5,2.3,6.7,2.8,W 8 Out
Tyler Wade,SS,NYY,@NYM,9,2000,8.9,4.5,6.2,3.1,3.1,1.6,W 8 Out
Trent Grisham,OF,SD,@LAA,1,3200,8.9,2.8,10.6,3.3,11.4,3.6,W 9 Out
Adalberto Mondesi,SS,KC,CWS,7,2500,8.9,3.5,0.6,0.2,5.4,2.2,W 8 L-R
Amed Rosario,SS,NYM,NYY,8,2400,8.8,3.7,4.4,1.8,6.3,2.6,W 8 Out
Brock Holt,SS,WAS,@PHI,6,2000,8.7,4.4,1.2,0.6,1.7,0.9,W 8 Out
Alex Gordon,OF,KC,CWS,6,2400,8.7,3.6,10.3,4.3,6.3,2.6,W 8 L-R
Kyle Higashioka,C1,NYY,@NYM,8,2000,8.7,4.4,1.8,0.9,1.8,0.9,W 8 Out
Justin Upton,OF,LAA,SD,5,2600,8.7,3.3,11.2,4.3,6.6,2.6,W 9 Out
Josh Reddick,OF,HOU,TEX,7,2400,8.6,3.6,5.5,2.3,7.7,3.2,In Dome
Shin-Soo Choo,OF,TEX,@HOU,3,2700,8.6,3.2,4.9,1.8,8.6,3.2,In Dome
Maikel Franco,3B,KC,CWS,5,2700,8.5,3.2,9.4,3.5,9.0,3.3,W 8 L-R
Adam Frazier,2B,PIT,CHC,6,2400,8.5,3.5,8.8,3.7,7.3,3.1,W 2 L-R
Nick Madrigal,2B,CWS,@KC,9,2600,8.4,3.3,9.3,3.6,7.4,2.9,W 8 L-R
Victor Caratini,C1,CHC,@PIT,8,2300,8.4,3.7,1.9,0.8,5.4,2.4,W 2 L-R
Christian Vazquez,C1,BOS,TOR,5,2400,8.4,3.5,4.8,2.0,7.7,3.2,W 4 R-L
Bryan Reynolds,OF,PIT,CHC,5,2600,8.4,3.2,8.2,3.2,8.0,3.1,W 2 L-R
Ketel Marte,2B,ARI,@LAD,2,2800,8.4,3.0,6.1,2.2,8.0,2.9,W 5 Out
Anthony Alford,OF,PIT,CHC,7,2000,8.3,4.1,6.3,3.1,5.1,2.5,W 2 L-R
Nick Ahmed,SS,ARI,@LAD,6,2600,8.3,3.2,6.3,2.4,8.3,3.2,W 5 Out
Cole Tucker,OF,PIT,CHC,1,2300,8.2,3.6,4.9,2.1,5.7,2.5,W 2 L-R
Travis Shaw,3B,TOR,@BOS,7,2500,8.2,3.3,5.4,2.2,6.4,2.6,W 4 R-L
Eduardo Escobar,3B,ARI,@LAD,5,2800,8.2,2.9,7.9,2.8,8.1,2.9,W 5 Out
Gregory Polanco,OF,PIT,CHC,4,2600,8.1,3.1,6.8,2.6,7.3,2.8,W 2 L-R
Nomar Mazara,OF,CWS,@KC,8,2100,8.0,3.8,4.4,2.1,5.6,2.7,W 8 L-R
Jason Kipnis,2B,CHC,@PIT,9,2500,8.0,3.2,6.2,2.5,7.5,3.0,W 2 L-R
Asdrubal Cabrera,3B,WAS,@PHI,4,2800,7.9,2.8,1.9,0.7,9.0,3.2,W 8 Out
Kole Calhoun,OF,ARI,@LAD,1,2900,7.9,2.7,5.5,1.9,10.5,3.6,W 5 Out
Cam Gallagher,C1,KC,CWS,9,2100,7.8,3.7,3.7,1.8,5.4,2.6,W 8 L-R
Ronald Guzman,C1,TEX,@HOU,7,2300,7.7,3.4,11.7,5.1,9.3,4.0,In Dome
Jo Adell,OF,LAA,SD,7,2100,7.7,3.7,8.2,3.9,5.1,2.5,W 9 Out
Joey Gallo,OF,TEX,@HOU,5,3300,7.7,2.3,3.0,0.9,9.6,2.9,In Dome
David Fletcher,2B,LAA,SD,1,3000,7.7,2.6,8.2,2.7,10.6,3.5,W 9 Out
Albert Pujols,C1,LAA,SD,6,2700,7.7,2.8,10.1,3.7,8.7,3.2,W 9 Out
Todd Frazier,3B,NYM,NYY,4,2600,7.7,3.0,3.0,1.2,6.9,2.7,W 8 Out
Isiah Kiner-Falefa,3B,TEX,@HOU,2,2500,7.6,3.0,9.3,3.7,8.0,3.2,In Dome
Leody Taveras,OF,TEX,@HOU,1,2100,7.3,3.5,7.4,3.5,6.1,2.9,In Dome
Martin Maldonado,C1,HOU,TEX,8,2600,7.3,2.8,4.9,1.9,8.7,3.3,In Dome
Jack Mayfield,SS,HOU,TEX,9,2000,7.3,3.7,3.2,1.6,2.2,1.1,In Dome
Elvis Andrus,SS,TEX,@HOU,8,2400,7.3,3.0,6.2,2.6,6.2,2.6,In Dome
Jason Castro,C1,SD,@LAA,9,2200,7.2,3.3,5.8,2.6,7.2,3.3,W 9 Out
John Ryan Murphy,C1,PIT,CHC,9,2000,7.2,3.6,4.9,2.4,3.7,1.9,W 2 L-R
Nick Solak,OF,TEX,@HOU,4,2700,7.1,2.6,4.3,1.6,8.5,3.2,In Dome
Luis Garcia,2B,WAS,@PHI,8,2500,7.1,2.9,2.4,1.0,6.2,2.5,W 8 Out
David Peralta,OF,ARI,@LAD,3,2700,7.1,2.6,5.6,2.1,8.6,3.2,W 5 Out
Daulton Varsho,C1,ARI,@LAD,8,2000,7.0,3.5,2.4,1.2,2.7,1.3,W 5 Out
Andrew Knapp,C1,PHI,WAS,9,2000,6.9,3.5,7.5,3.7,5.5,2.8,W 8 Out
Andrelton Simmons,SS,LAA,SD,9,2400,6.9,2.9,9.3,3.9,8.1,3.4,W 9 Out
JT Riddle,OF,PIT,CHC,8,2000,6.9,3.4,6.2,3.1,3.7,1.9,W 2 L-R
Anthony Bemboom,C1,LAA,SD,8,2500,6.8,2.7,6.8,2.7,8.2,3.3,W 9 Out
Stephen Vogt,C1,ARI,@LAD,7,2000,6.7,3.4,2.4,1.2,4.6,2.3,W 5 Out
Jon Jay,OF,ARI,@LAD,9,2000,6.6,3.3,6.9,3.4,4.7,2.4,W 5 Out
Jose Peraza,2B,BOS,TOR,9,2200,6.4,2.9,3.6,1.7,5.5,2.5,W 4 R-L
Eli White,2B,TEX,@HOU,9,2000,6.3,3.1,0.0,0.0,0.0,0.0,In Dome
Nicky Lopez,2B,KC,CWS,8,2100,6.1,2.9,3.0,1.4,4.9,2.3,W 8 L-R
Jose Trevino,C1,TEX,@HOU,6,2400,5.7,2.4,2.5,1.0,6.7,2.8,In Dome
Joc Pederson,OF,LAD,ARI,,2700,3.6,1.3,6.2,2.3,7.9,2.9,W 5 Out
Rowdy Tellez,C1,TOR,@BOS,,2900,3.6,1.2,7.4,2.6,9.5,3.3,W 4 R-L
Carson Kelly,C1,ARI,@LAD,,2200,3.5,1.6,6.2,2.8,5.3,2.4,W 5 Out
Matt Beaty,C1,LAD,ARI,,2200,3.5,1.6,1.8,0.8,5.3,2.4,W 5 Out
James McCann,C1,CWS,@KC,,2700,3.4,1.3,13.1,4.9,10.0,3.7,W 8 L-R
Josh Rojas,OF,ARI,@LAD,,2000,3.1,1.5,3.0,1.5,3.0,1.5,W 5 Out
Mitch Moreland,C1,SD,@LAA,,3500,3.0,0.9,5.5,1.6,12.9,3.7,W 9 Out
Santiago Espinal,SS,TOR,@BOS,,2000,3.0,1.5,6.1,3.1,4.1,2.1,W 4 R-L
Joe Panik,2B,TOR,@BOS,,2000,2.9,1.5,9.1,4.6,4.2,2.1,W 4 R-L
Jorge Mateo,2B,SD,@LAA,,2000,2.9,1.5,4.9,2.5,2.3,1.1,W 9 Out
Reese McGuire,C1,TOR,@BOS,,2100,2.9,1.4,0.6,0.3,1.6,0.8,W 4 R-L
Ryan McBroom,C1,KC,CWS,,2300,2.9,1.3,4.3,1.9,6.2,2.7,W 8 L-R
Jarrod Dyson,OF,CWS,@KC,,2000,2.9,1.4,1.3,0.6,4.2,2.1,W 8 L-R
Kevin Plawecki,C1,BOS,TOR,,2100,2.8,1.3,6.8,3.3,7.9,3.8,W 4 R-L
Adam Engel,OF,CWS,@KC,,2200,2.8,1.3,3.9,1.8,6.2,2.8,W 8 L-R
Francisco Mejia,C1,SD,@LAA,,2000,2.8,1.4,4.4,2.2,3.3,1.7,W 9 Out
Jonathan Arauz,3B,BOS,TOR,,2100,2.7,1.3,4.9,2.4,5.2,2.5,W 4 R-L
Tzu-Wei Lin,SS,BOS,TOR,,2000,2.7,1.4,2.5,1.2,1.5,0.8,W 4 R-L
Edwin Rios,3B,LAD,ARI,,2200,2.7,1.2,3.7,1.7,6.7,3.0,W 5 Out
Danny Mendick,2B,CWS,@KC,,2300,2.7,1.2,6.2,2.7,6.2,2.7,W 8 L-R
Austin Barnes,C1,LAD,ARI,,2100,2.7,1.3,9.4,4.5,7.8,3.7,W 5 Out
Yolmer Sanchez,2B,CWS,@KC,,2000,2.7,1.3,1.1,0.5,1.1,0.5,W 8 L-R
Salvador Perez,C1,KC,CWS,,2800,2.7,1.0,8.8,3.1,9.5,3.4,W 8 L-R
Yairo Munoz,SS,BOS,TOR,,2000,2.7,1.3,6.0,3.0,6.0,3.0,W 4 R-L
Franklin Barreto,2B,LAA,SD,,2000,2.6,1.3,0.6,0.3,1.0,0.5,W 9 Out
Bubba Starling,OF,KC,CWS,,2000,2.6,1.3,2.5,1.3,2.3,1.1,W 8 L-R
Tim Locastro,OF,ARI,@LAD,,2200,2.6,1.2,4.9,2.2,4.3,2.0,W 5 Out
Meibrys Viloria,C1,KC,CWS,,2000,2.6,1.3,0.6,0.3,2.0,1.0,W 8 L-R
Jake Lamb,3B,ARI,@LAD,,2000,2.5,1.3,3.1,1.6,2.5,1.3,W 5 Out
Luis Rengifo,2B,LAA,SD,,2100,2.5,1.2,7.4,3.5,4.7,2.3,W 9 Out
Andy Young,3B,ARI,@LAD,,2400,2.4,1.0,3.6,1.5,6.5,2.7,W 5 Out
Jahmai Jones,OF,LAA,SD,,2000,2.4,1.2,0.0,0.0,0.0,0.0,W 9 Out
Greg Allen,OF,SD,@LAA,,2000,2.4,1.2,7.4,3.7,4.9,2.4,W 9 Out
Jose Briceno,C1,LAA,SD,,2100,2.4,1.1,0.0,0.0,0.0,0.0,W 9 Out
